Nazwisko aktualne,Liczba
GARNO,12
GARSZYŃSKA,12
GASENTZER,12
GASMI,12
GAUDYŃSKA,12
GAUST,12
GAWANTKA,12
GAWEDZKA,12
GAWIANOWSKA,12
GAWIENAS,12
GAWLA,12
GAWRUSIŃSKA,12
GAWRYJAŁEK,12
GAWRYLENKO,12
GAWUR,12
GĄDAROWSKA,12
GĄSIENICA-KLERYK,12
GĄSIENICA-SOBCZAK,12
GBYLICZEK,12
GEDERA,12
GEFRAJTER,12
GEISINGER,12
GEJER,12
GELAK,12
GELNICKA,12
GENDŹWIŁŁ,12
GENSZCZAK,12
GENZ,12
GENZEL,12
GEPART,12
GER,12
GERCZYŃSKA,12
GERESDORF,12
GERGELEWICZ,12
GERICKE,12
GERMASIŃSKA,12
GERNOT,12
GESCHKE,12
GESINOWSKA,12
GEŚCIAK,12
GETTA,12
GĘŚCIŃSKA,12
GHUKASYAN,12
GIBBINS,12
GICZAŃSKA,12
GIDEREWICZ,12
GIECZAŃSKA,12
GIEDROJĆ-JURAHA,12
GIEDWIDŹ,12
GIELZAK,12
GIENSZCZAK,12
GIEPERT,12
GIERAL,12
GIEREJCZYK,12
GIERYNOWICZ,12
GIERYSZOWSKA,12
GIERZEK,12
GIERZKOWSKA,12
GIESZ,12
GILAKOWSKA,12
GILCZEWSKA,12
GILICIŃSKA,12
GIMLA,12
GINELLI,12
GINETT,12
GIÓRKO,12
GIRZEJOWSKA,12
GISZKO,12
GIUFFRIDA,12
GIZDOŁ,12
GLAKOWSKA,12
GLATT,12
GLEJCH,12
GLICHOWSKA,12
GLICZA,12
GLINCZAK,12
GLINIARZ,12
GLINK,12
GLOEH,12
GLOGOWSKI,12
GLOSOWITZ,12
GLOWALA,12
GŁADYSŁAW,12
GŁOWINKO,12
GŁOŻYŃSKA,12
GŁUCHACKA,12
GMITERCZUK,12
GOCOL,12
GODON,12
GODYSZ,12
GOERIG,12
GOJAWICZYŃSKA,12
GOLANEK,12
GOLDBERGER,12
GOLDING,12
GOLDSTROM,12
GOLDSZTAIN,12
GOLEJ,12
GOLĘDZIK,12
GOLISOWICZ,12
GOLOVATA,12
GOŁDEN,12
GOŁEMBNIAK,12
GOŁĘBIEWSKI,12
GOŁĘBIOSKA,12
GOŁOWNICKA,12
GOMINIAK,12
GOMOŁYSEK,12
GOMUŁKO,12
GONDARCZYK,12
GONER,12
GONGALSKA,12
GONSIEWSKA,12
GONSTOŁ,12
GONSZCZYK,12
GONTAL,12
GOP,12
GORBASZEWICZ,12
GORBATIUK,12
GORCZIŃSKA,12
GORCZKOWSKA,12
GORDIICHUK,12
GORDZIEJUK,12
GORGAS,12
GORLASZKA,12
GORZAWSKI,12
GORZELNICKA,12
GORZOWSKA,12
GOSIACZEWSKA,12
GOTŁAS,12
GOTT,12
GOTTSCHLICH,12
GOWER,12
GOZDAWA-GOŁĘBIOWSKA,12
GOŹDZIEWIŃSKA,12
GÓRALECZKO,12
GÓRDA,12
GÓRNA VEL GÓRNIAK,12
GÓRZAWSKA,12
GÓŹDZIK,12
GRABANOWSKA,12
GRABKE,12
GRAETZER,12
GRAFFSTEIN,12
GRAFIŃSKA,12
GRANDER,12
GRANDOWSKA,12
GRANKIN,12
GRAPINIAK,12
GRAUMAN,12
GRAWAS,12
GRAWICZ,12
GRAZDAJ,12
GRĄDMAN,12
GRDUSIAK,12
GRECZYSZYN,12
GREDKE,12
GREDŻUK,12
GREGLEWSKA,12
GRENDOWSKA,12
GRETNER,12
GRIGORJEW,12
GRIL,12
GRINDEL,12
GROBIS,12
GROCHOLIŃSKA,12
GROCHOLL,12
GRODEL,12
GROẞMANN,12
GRONCZAK,12
GRONDES,12
GRONDZIK,12
GROŚKIEWICZ,12
GRUBNER,12
GRUCHAWKA,12
GRUDZICKA,12
GRUSANC,12
GRUZDAS,12
GRÜNDEMANN,12
GRÜNKE,12
GRYCZANOWSKA,12
GRYGARCZYK,12
GRYGIENCZA,12
GRYGORCZYN,12
GRYGORENKO,12
GRYGOYĆ,12
GRYMIŃSKA,12
GRYMSKA,12
GRYNCHUK,12
GRYNOWIECKA,12
GRYNWALD,12
GRYŃKO,12
GRYSLA,12
GRYSZA,12
GRYSZKIN,12
GRYSZKOWSKA,12
GRZEBAŁKOWSKA,12
GRZEBIN,12
GRZECZKOWIAK,12
GRZEMNA,12
GRZEŚLOWSKA,12
GRZEZÓŁKA,12
GRZĘDOWICZ,12
GRZMIELEWSKA,12
GRZYBULSKA,12
GUBIENIA,12
GUDANEK,12
GUDEJKO,12
GUDERLEY,12
GUERIN,12
GUKIEWICZ,12
GUMENYUK,12
GUMINICZAK,12
GUMNIOR,12
GUMÓL,12
GUNDERMANN,12
GUŃKIEWICZ,12
GURSZYŃSKA,12
GURYCZ,12
GUSEVA,12
GUSTKOWICZ,12
GUTALSKA,12
GUTTE,12
GUTTFELD,12
GUŹLAK,12
GÜLTEKIN,12
GÜNER,12
GÜR,12
GWARECKA,12
GWISDALLA,12
GWIŹDZIŁ,12
GWOŹDZIEJEWSKA,12
GWOŹDZIKIEWICZ,12
GWÓZDŹ,12
HABKO,12
HABLUTZEL,12
HABRATOWSKA,12
HABUZ,12
HACHYNSKA,12
HACZELSKA,12
HADRYJAN,12
HADZHIEVA,12
HAENDEL,12
HAFT,12
HAFTARCZUK,12
HAGDAN,12
HAGMAJER,12
HAIDASH,12
HAIDKA,12
HAINCE,12
HAINSZ,12
HAITNER,12
HAJAN,12
HAJBERT,12
HAJDANIUK,12
HAJDECZKO,12
HAJM,12
HAJRYCH,12
HAKIM,12
HALAICHUK,12
HALAMAI,12
HALATA,12
HALBERT,12
HALIP,12
HALKÓW,12
HAŁABATA,12
HAŁABUZA,12
HAŁASZKO,12
HAŁATIENKO,12
HAŁDA,12
HAŁUNIEWICZ,12
HAŁUSKO,12
HAMELIK,12
HAMELKA,12
HAMELSKA,12
HAMILKA,12
HAMMERL,12
HAMMERLING,12
HAMRÓZ,12
HAMULEC,12
HANAUSEK,12
HANTEL,12
HANTSCH,12
HAŃKOWSKA,12
HAPANIONEK,12
HARBOVSKA,12
HARBUZIŃSKA,12
HARCAJ,12
HARDE,12
HARDYGÓRA,12
HARICH,12
HARMACKA,12
HARMATOWSKA,12
HARNAS,12
HARNYS,12
HARON,12
HARTFIL,12
HARTYNIUK,12
HARUS,12
HARYSZYN,12
HARYTCZAK,12
HASHIMOTO,12
HATNA,12
HAUFFE,12
HAUR,12
HAUSS,12
HAUZIŃSKA,12
HAWALEWICZ,12
HAWŁASEWICZ,12
HAZAN,12
HEDLUND,12
HEFFNER,12
HEFKO,12
HEGIER,12
HEGNER,12
HEININGER,12
HEINTZEL,12
HEITMANN,12
HEJ,12
HELBING,12
HELETA,12
HELFAJER,12
HELFEUER,12
HELTOWSKA,12
HEMLOWSKA,12
HENCNER,12
HENGEL,12
HENNER,12
HENYCH,12
HERASIMOVA,12
HERASIMOVICH,12
HERBSZTAIN,12
HERKOWSKA,12
HERLICZEK,12
HERMAK,12
HERMS,12
HEROT,12
HERSKA,12
HERSZFELD,12
HERZEL,12
HESE,12
HEVELKE,12
HĘDZLIK,12
HICKA,12
HIGI,12
HIKISZ,12
HILAK,12
HILIK,12
HILSZCZAŃSKA,12
HINEL,12
HIPPEL,12
HIPPER,12
HIRCHILL,12
HIRYK,12
HLOTOVA,12
HLOVA,12
HŁADYN,12
HŁADZIK,12
HŁOUSZEK,12
HNATOW,12
HNATYUK,12
HNIOPEK,12
HNYDKA,12
HOCHAUS,12
HOCHMUT,12
HOCHNOWSKA,12
HOCHÓR,12
HODZIŃSKA,12
HOIDA,12
HOLDER,12
HOLDYS,12
HOLEWCZYŃSKA,12
HOLIZNA,12
HOLUBOVÁ,12
HOŁODEWICZ,12
HOŁODNIK,12
HOMOLKA,12
HONTARENKO,12
HORAKOWSKA,12
HORANSE,12
HORBARCZUK,12
HORBATKO,12
HORĘZIAK,12
HORIACHEVA,12
HORLOVA,12
HORNIATKIEWICZ,12
HORODOWICZ,12
HORODYNSKA,12
HORSCHWALD,12
HORTON,12
HORUŃ,12
HORVÁTHOVÁ,12
HORYSZKO,12
HOSENBERG,12
HOTI,12
HOTS,12
HOUDA,12
HOUGHTON,12
HOUSTON,12
HOUWALD,12
HOWICKA,12
HOZYASZ,12
HÖFFNER,12
HRABĄSZCZ,12
HRABYK,12
HRANKINA,12
HRECZYCHO,12
HRESIUKIEWICZ,12
HROBONI,12
HROBOT,12
HROMIK,12
HRUBAN,12
HRYCULAK,12
HRYMALIUK,12
HRYMNIAK,12
HRYVNAK,12
HUBARENKO,12
HUBRYCH,12
HUCZYK,12
HUDKO,12
HULII,12
HUMBEK,12
HUMENYUK,12
HUNGIER,12
HUPAS,12
HURBAN,12
HURCZYN,12
HURTOVA,12
HUSE,12
HUSIAR,12
HUSZLA,12
HUSZPANIAK,12
HUTERIAK,12
HUTNIAK,12
HWIAŁEK,12
HYBSZER,12
HYDZIŃSKA,12
HYLAND,12
HYLD,12
IAKYMENKO,12
IBRAGIMOW,12
IBRYAMOVA,12
IDOWOJ,12
IDRIZI,12
IEFREMOVA,12
IGNATZ,12
ILCHYSHYNA,12
ILIENKO,12
ILIŃCZYK,12
ILLIASHENKO,12
ILLUKOWICZ,12
INC,12
INDRAK,12
IRANOWSKA,12
IRCZYC,12
ISENBERG,12
ISHIKAWA,12
ISIK,12
ISKAŃSKA,12
ISTRATI,12
IŠTOK,12
IUSUPOVA,12
IVASYSHYN,12
IWANCA,12
IWAŃCZYSZAK,12
IWASIKÓW,12
IŻAKIEWICZ,12
IŻYCKA-HERMAN,12
JACCZAK,12
JACHMANN,12
JACKIW,12
JACKULAK,12
JACYNA-ONYSZKIEWICZ,12
JACYNO-ONUSZKIEWICZ,12
JACZECH,12
JAĆKOWSKA,12
JADASCH,12
JADUSIŃSKA,12
JAECKEL,12
JAEKEL,12
JAGACIŃSKA,12
JAGLEWSKA,12
JAKI,12
JAKIEROWICZ,12
JAKOWLEWA,12
JAKOWUK,12
JAKSZTAS,12
JAKUBENKO,12
JALOWY,12
JANCEROWICZ,12
JANCI,12
JANCZUKIEWICZ,12
JANCZUROWICZ,12
JANĆ,12
JANICZKO,12
JANKOWIEC,12
JANOCIAK,12
JANYSZ,12
JARACHOWICZ,12
JARASIEWICZ,12
JAREMBSKA,12
JARKO,12
JARMONTOWICZ,12
JAROC,12
JAROMIEŃCZUK,12
JAROMIK,12
JARUCHOWICZ,12
JASIENICKA,12
JASIENOWSKA,12
JASIUNAS,12
JASSEL,12
JASTRZEBSKI,12
JASZYŃSKA,12
JAWAD,12
JAWDOKIN,12
JAWOREŃSKA,12
JAXA-ROŻEN,12
JAYKO,12
JAZGIER,12
JAŻEWSKA,12
JAŻOWNIK,12
JAŻYŃSKA,12
JEDNOCZKO,12
JEDRZEJCZAK,12
JELISIEJEW,12
JENCKA,12
JENDRETZKA,12
JENDRUCZEK,12
JENDRUCZKO,12
JENDRYASSEK,12
JENDRYSCHIK,12
JENE,12
JENTEK,12
JENTOCH,12
JEPPESEN,12
JEREMIENKO,12
JERMAKIEWICZ,12
JERSZÓW,12
JERUSEL,12
JERWAN,12
JEWASIK,12
JEWNIEWICZ,12
JEWSTRAT,12
JEZIEREWSKA,12
JĘDOR,12
JĘDREAS,12
JĘDRYŚ,12
JĘK,12
JOHANNES,12
JOHNSTONE,12
JOLY,12
JONKER,12
JONSZTA,12
JONTECZ,12
JORSZ,12
JOSAF,12
JOSZT,12
JÓRA,12
JÓŚ,12
JÓŚKOWIAK,12
JÓZIKOWSKA,12
JÓŹBA,12
JUCHIM,12
JUCHLKE,12
JUCHOCKA,12
JULCZYK,12
JUNCEWSKA,12
JUNCZAK,12
JURACZKO,12
JURAJDA,12
JURENDT,12
JUROK,12
JURYGA,12
JUS,12
JUŚCIKIEWICZ,12
KABSA,12
KABUTH,12
KACANOWSKA,12
KACHALOVA,12
KACHANOVA,12
KACHRO,12
KACIEJA,12
KACZKOWSKI,12
KACZUBEJ,12
KADAJ-LIPKA,12
KADER,12
KADŁUCZEK,12
KADRÓG,12
KADUCZKA,12
KADYKAŁO,12
KADYŁA,12
KADYRKO,12
KAGON,12
KAIPER,12
KAJSTRA,12
KALDYŃSKA,12
KALENICZ,12
KALENYK,12
KALITON,12
KALITOWICZ,12
KALLNIK,12
KALSZTEJN,12
KALUGIN,12
KALUZNY,12
KALYNIAK,12
KALYNYCH,12
KAŁABUŃSKA,12
KAŁASZNIK,12
KAŁŁAS,12
KAŁOSZA,12
KAŁUZA,12
KAMENC,12
KAMERKE,12
KAMFONIK,12
KAMIENIEVA,12
KAMIŃSZCZYK,12
KAMIRSKA,12
KAMUŚ,12
KANCLERZEWSKA,12
KANCYR,12
KAŃCZOK,12
KAPACZ,12
KAPIDURA,12
KAPKIN,12
KAPLETA,12
KAPLIA,12
KAPLICKA,12
KAPPY,12
KAPUŚCIEŃSKA,12
KARABELSKA,12
KARABIŃSKA,12
KARADAĞ,12
KARAKUŞ,12
KARALCHUK,12
KARASZOWSKA,12
KARBICKA,12
KARBONOWSKA,12
KARBOWSKI,12
KARDASIAK,12
KARDOLIŃSKA,12
KARETTA,12
KARIEVA,12
KARIMI,12
KARLOWSKA,12
KARNIOWSKA,12
KARNOWKA,12
KARPAVA,12
KARPIŁOWSKA,12
KARPOVETS,12
KARTASZEWICZ,12
KARTOCHA,12
KARTUSZ,12
KARUŻYS,12
KARWANIECKA,12
KARYCKA,12
KASONGO,12
KASPIROWICZ,12
KASSEJA,12
KASSEL,12
KASYAŃSKA,12
KASZKAROT,12
KATERWY,12
KATIN,12
KAUFHOLD,12
KAUKIEL,12
KAUZIK,12
KAVKA,12
KAZIAK,12
KAZIEŃKO,12
KAZIMOWICZ,12
KAŹNIUK,12
KĄSINOWSKA,12
KECMANIUK,12
KEDRON,12
KEDZIERSKA,12
KEDZIORA,12
KEẞLER,12
KEMPCZEŃSKA,12
KEMPISZAK,12
KEMPSKI,12
KEPPEN,12
KERNBACH,12
KERSZ,12
KERT,12
KESIK,12
KESSLING,12
KĘSAK,12
KĘŚMINOWICZ,12
KHACHIKYAN,12
KHAREL,12
KHARENKO,12
KHARINA,12
KHARITONOVA,12
KHARKOVETS,12
KHEDER,12
KHEMII,12
KHILCHUK,12
KHMELOVSKA,12
KHODAKOVSKA,12
KHOMUTOVSKA,12
KICOFER,12
KICUŁ,12
KICZKE,12
KICZUŁ,12
KIDO,12
KIEGLER,12
KIELBACH,12
KIELEMONIUK,12
KIEŁBAŚNIK,12
KIENZLER,12
KIERASZEWICZ,12
KIERDASZUK,12
KIERLIN,12
KIERSZKE,12
KIERSZNIK,12
KIERWICZ,12
KIERZĘKOWSKA,12
KIET,12
KIETEL,12
KIEWESZ,12
KIEWSZYN,12
KIĘPCZYŃSKA,12
KIHL,12
KIKUŁA,12
KILCZAN,12
KILISZKOWSKA,12
KIMICKA,12
KINAKH,12
KINNE,12
KINSCHER,12
KINTZI,12
KIRCUŃ,12
KIREŃCZUK,12
KIRIUKHINA,12
KIRLEJZA,12
KIRSCHHIEBEL,12
KIRSCHNIOK,12
KIRYŁOW,12
KISIEL-DOROHINICKA,12
KIWIAŁO,12
KIZŁYK,12
KLABIKOWSKA,12
KLACEK,12
KLADER,12
KLADZIŃSKA,12
KLADZIWA,12
KLAJNYS,12
KLAKLIK,12
KLANA,12
KLASZEWSKA,12
KLASZKA,12
KLAWISZ,12
KLECAN,12
KLEEBERG,12
KLEJMON,12
KLEMIEC,12
KLEMPOUS,12
KLESZYŃSKA,12
KLIKAWKA,12
KLIMASZKO,12
KLIMER,12
KLISZAJTYS,12
KLOBUCZEK,12
KLOBUSZEŃSKA,12
KLOCKA,12
KLONZ,12
KLOOS,12
KLOTZKE,12
KLOTZKI,12
KLYMOVA,12
KŁEMBOWSKA,12
KŁOBSKA,12
KŁONCZYŃSKA,12
KŁOSIESKA,12
KŁOSINSKA,12
KŁYMKO,12
KNAPIAK,12
KNEJA,12
KNITOWSKA,12
KNIZIA,12
KNYRA,12
KOBELIS-SZOSTAKOWSKA,12
KOBENDZA,12
KOBENDZOWSKA,12
KOBIERNICKA,12
KOBLUK,12
KOBŁOSZ,12
KOBYLOWSKA,12
KOBZIAKOWSKA,12
KOCAŁEK,12
KOCHANOWSKI,12
KOCHMAR,12
KOCIURSKA,12
KOCSIS,12
KOCWENDER,12
KOCYBAŁA,12
KOCZOMB,12
KOCZOROWICZ,12
KOCZOWSKA,12
KOELLER,12
KOENIGSHAUS,12
KOGUCKA,12
KOHMANN,12
KOJZAREK,12
KOKHANETS,12
KOKORYN,12
KOKUSZKO,12
KOKUT,12
KOLANDER,12
KOLAŃCZUK,12
KOLEJEWSKA,12
KOLEŃCZUK,12
KOLEV,12
KOLODA,12
KOLODIUK,12
KOLOŃSKA,12
KOLPACZ,12
KOLUBKA,12
KOLUSZKO,12
KOŁATUCH,12
KOŁDOWSKA,12
KOŁDYK,12
KOŁOSZEK,12
KOŁTOŃ,12
KOŁTYS,12
KOMBEL,12
KOMINIARCZUK,12
KOMONICKA,12
KOMOTAJTYS,12
KOMPERT,12
KOMPLEROWICZ,12
KONACKA,12
KONADOR,12
KONCOWIK,12
KONDASZUK,12
KONDRASIEWICZ,12
KONDUSZ,12
KONFISZER,12
KONIECKOWICZ,12
KONOBIEWSKA,12
KONSÓR,12
KONSTANTYNOW,12
KONSTAŃCZYK,12
KOOTHS,12
KOPCZANY,12
KOPERTOWICZ,12
KOPICERA,12
KOPIJEK,12
KOPITKOWSKA,12
KOPNIEWICZ,12
KORCZAGO,12
KORCZOWA,12
KORDANA,12
KORDAŃSKA,12
KORDELLA,12
KORDJAŁ,12
KORDYSIEWICZ,12
KOREWICKA,12
KORĘBSKA,12
KORINETS,12
KORMOS,12
KORNIENKO,12
KORNIIUK,12
KORNITSKA,12
KOROBKOVA,12
KOROPETSKA,12
KORTAŁA,12
KORUGA,12
KORYTYŃSKA,12
KORZEKWIŃSKA,12
KORZELUCH,12
KORZEMPA,12
KORZHENEVSKA,12
KORZYNEK,12
KOSAŁKIEWICZ,12
KOSARENKO,12
KOSARIEVA,12
KOSCHANY,12
KOSELLEK,12
KOSIROG,12
KOSPICZEWICZ,12
KOSSAKOWSKI,12
KOSTARZEWSKA,12
KOSTÓRKIEWICZ,12
KOSTURA,12
KOSTUROWSKA,12
KOSZTEYN,12
KOSZYNIUK,12
KOŚCIEWSKA,12
KOTALMA,12
KOTELECKA,12
KOTELLA,12
KOTERMAN,12
KOTFIŁA,12
KOTNISZ,12
KOTSOVSKA,12
KOTWICZ,12
KOTZOTT,12
KOTZWANDER,12
KOTZYBA,12
KOVTSUNIAK,12
KOWALCZUK-KOCHANOWSKA,12
KOWALLEK,12
KOWAŚ,12
KOWCZA,12
KOWCZUR,12
KOZARCZUK,12
KOZERAK,12
KOZIERONEK,12
KOZINKIEWICZ,12
KOZIOLLEK,12
KOZIÓŁ,12
KOZIUPA,12
KOZŁOSKA,12
KOZMA,12
KOZUŁKO,12
KOZUSIK,12
KÓLS,12
KÓNA,12
KÖLLNER,12
KRACZYNA,12
KRAFFCZYK,12
KRAJNICZYN,12
KRAJNOWSKA,12
KRAJNYK,12
KRAKAU,12
KRAPACZ,12
KRASSA,12
KRASY,12
KRAŚNIECKA,12
KRAŚNIUK,12
KRATZER,12
KRAWCZYK-DEMCZUK,12
KRAWCZYŃSKI,12
KREINER,12
KREISS,12
KREKHOVETSKA,12
KRELLER,12
KRESAN,12
KRESOWATA,12
KRETZSCHMAR,12
KREZYMAN,12
KRĘGIELCZYK,12
KRĘPICKA,12
KRINETZKA,12
KRIPAK,12
KRISTEN,12
KROCHMALNY,12
KROKHMAL,12
KROLIKOWSKA,12
KROPIEWSKA,12
KROTENKO,12
KROTKE,12
KRÓL-JĘDRAGA,12
KRÖMER,12
KRUBASIK,12
KRUCH,12
KRUGLICZ,12
KRULL,12
KRUP,12
KRUPINSKA,12
KRUPPE,12
KRUSZEŃSKA,12
KRYCHUN,12
KRYSTELI,12
KRYSTENKO,12
KRYSZTAFKIEWICZ,12
KRYSZTOSIAK,12
KRYVDA,12
KRYVONIS,12
KRZEBIATKOWSKA,12
KRZECHKI,12
KRZECZEWSKA,12
KRZEMIEN,12
KRZEPTOWSKA-JASINEK,12
KRZĘCIOSZ,12
KRZĘĆKO,12
KRZONKAŁA,12
KRZOSAK,12
KRZYKALAK,12
KRZYKWO,12
KRZYMICKA,12
KRZYMYCZEK,12
KRZYSIACZEK,12
KRZYSTOSIAK,12
KRZYWORSKA,12
KSIENZYK,12
KSIĘCIKOWSKA,12
KSION,12
KSOBIERAJ,12
KUBANI,12
KUBENKO,12
KUBIASZCZYK,12
KUBISTIN,12
KUBITZKI,12
KUBÓJ,12
KUCHARKOWSKA,12
KUCHCEWICZ,12
KUCHCINSKA,12
KUCHEROVA,12
KUCHTYK,12
KUCIEWSKA,12
KUCZENKO,12
KUĆMIRA,12
KUDLAŃSKA,12
KUDŁACZEK,12
KUDŁACZYK,12
KUDOWSKA,12
KUDZIEWICZ,12
KUGEL,12
KUIK STUDZIŃSKA,12
KUKACKA,12
KUKLASIŃSKA,12
KUKURUDZIAK,12
KULAKOVSKA,12
KULCZYCKI,12
KULGAWIUK,12
KULIGOWICZ,12
KULIZIAK,12
KULKIEWICZ,12
KULOZA,12
KULSE,12
KULWIEC,12
KUŁAGIN,12
KUŁAKIEWICZ,12
KUŁAŻYŃSKA,12
KUŁTONIAK,12
KUMASZYŃSKA,12
KUMELOWSKA,12
KUNCELMAN,12
KUNDLEWSKA,12
KUNDYK,12
KUNDZIEREWICZ,12
KUNETS,12
KUNKO,12
KUPCZANKO,12
KUPERSZMIT,12
KUPIKOWSKA,12
KUPPE,12
KURACZYCKA,12
KURAFEISKA,12
KURCYUS,12
KURDACH,12
KURDYBAN,12
KURDYS,12
KURIANIUK,12
KUROCZYCKA-SANIUTYCZ,12
KUROSADOWICZ,12
KURPIESKA,12
KURSPIOT,12
KURYCKA,12
KUSHCHAK,12
KUSHYK,12
KUSKO,12
KUSPA,12
KUSZNIEROWSKA,12
KUSZNIERÓW,12
KUSZTAŁO,12
KUŚCIELEK,12
KUŚNIERZOWSKA,12
KUŚNIR,12
KUŚPER,12
KUTEN,12
KUTMAJ,12
KUTNOWSKA,12
KUTTER,12
KUTZERA,12
KUTZMAN,12
KUTZMER,12
KUZIKIEWICZ,12
KUZMITSKAYA,12
KUZYSHYN,12
KUŹMICZOW,12
KUŹMIERCZYK,12
KUŹMIERKIEWICZ,12
KUŹNIECÓW,12
KUŻAJSKA,12
KÜSTER,12
KÜTTNER,12
KWACZENIUK,12
KWAT,12
KWEISER,12
KWIECINSKI,12
KWITNIOWSKA,12
KWOS,12
KYBUKEVYCH,12
LABECKA,12
LACEL,12
LADAN,12
LADER,12
LADORSKA,12
LADWIG,12
LADZIK,12
LAFERT,12
LALECKA,12
LALLOWSKA,12
LALO,12
LAMMERS,12
LANDGRAF,12
LANDSKRON,12
LANGOCZ,12
LAPINSKA,12
LAPKA,12
LAQUA,12
LARKIN,12
LARSON,12
LASCZOK,12
LASENGA,12
LASHCHUK,12
LASK,12
LASTÓWKA,12
LASZCZYCA,12
LASZOTA,12
LATASZEWICZ,12
LAUBICH,12
LAUFERNICKA,12
LAURYSIEWICZ,12
LAUX,12
LAWĘDOWSKA,12
LAWĘDZKA,12
LAWLESS,12
LAZA,12
LĄC,12
LE THANH,12
LEBIODZIŃSKA,12
LECHNIK,12
LEDIŃSKA,12
LEDOWSKA,12
LEDWOŃCZYK,12
LEFELT,12
LEGANOWSKA,12
LEGE,12
LEHKOBYT,12
LEICHERT,12
LEIKE,12
LEIKO,12
LEJNWEBER,12
LEJSZA,12
LEKSO,12
LEMAK,12
LEMBERSKA,12
LEMENTOWSKA,12
LEMIECHOWICZ,12
LEMIERSKA,12
LEMMENS,12
LENDZIO,12
LENIS,12
LENOBEL,12
LEONOWSKA,12
LEPIEJKO,12
LEPISZ,12
LERCEL,12
LERCHER,12
LESIKIEWICZ,12
LESYNG,12
LESZINSKA,12
LESZYK,12
LEVCHUN,12
LEWAKOWSKA,12
LEWOCIK,12
LEWOŃKO,12
LEWOSIUK,12
LEWUS,12
LIBA,12
LIBAL,12
LIBOŃ,12
LICENOWICZ,12
LICHOWID,12
LIGENSA,12
LINDEMAN,12
LINDQVIST,12
LINDSAY,12
LINECKA,12
LINIEWIECKA,12
LINTAS,12
LIŃCZAK,12
LIPMAN,12
LIPSON,12
LISITSYNA,12
LISNA,12
LISSOK,12
LISZCZUK,12
LISZCZYNA,12
LISZE,12
LITWINOWA,12
LITYNSKA,12
LIUBARSKA,12
LI-U-FA,12
LIWCZAK,12
LIWKOWICZ,12
LIWUŚ,12
LIŻEŃSKA,12
LODCZYK,12
LOGIŃSKA,12
LOHNER,12
LOIKA,12
LOMAKA,12
LOPATYNSKA,12
LORIŃSKA,12
LOSSAU,12
LOTT,12
LOUW,12
LOZENKO,12
LŐFFLER,12
LUBANDY,12
LUBERAŃSKA,12
LUBRZYCKA,12
LUCHA,12
LUCHKA,12
LUCHTER,12
LUDOWICH,12
LUKASZYK,12
LULIN,12
LUSOWICZ,12
LUTRUK,12
LUTSKO,12
LUZIA,12
LYNDA,12
LYSACHENKO,12
ŁABANOW,12
ŁABUSZ,12
ŁACHMICKA,12
ŁACMAN,12
ŁAGODZIUK,12
ŁAGOZIN,12
ŁAGOŻNY,12
ŁANIOCHA,12
ŁAŃCUT,12
ŁAŃCUTA,12
ŁAPSKA,12
ŁASIAK,12
ŁASIUK,12
ŁAŚKIEWICZ,12
ŁATAREWICZ,12
ŁATUNOWICZ,12
ŁATUSZKO,12
ŁAWRENTJEW,12
ŁAWRUSZCZYK,12
ŁAWRUSZONIS,12
ŁAWRYŃCZYK,12
ŁAZORYSZYN,12
ŁEBIŃSKA,12
ŁEŁYK,12
ŁOBODZKA,12
ŁOGOŻNY,12
ŁOMOCIŃSKA,12
ŁOPADCZAK,12
ŁOPUCHIN,12
ŁOPUNG,12
ŁOSZKO,12
ŁOSZYŃSKA,12
ŁOTAKÓW,12
ŁOTUSZKA,12
ŁOŻYCZKA,12
ŁUCZECZKO,12
ŁUKAWY,12
ŁUKSZTEDT,12
ŁUPACZYK,12
ŁYBIK,12
ŁYNDA,12
ŁYSECKA,12
ŁYSYNKIEWICZ,12
MACANOWICZ,12
MACHOWIECKA,12
MACIJOWSKA,12
MACISOWICZ,12
MACUKIEWICZ,12
MACZASSEK,12
MAĆKIW,12
MADCZAK,12
MADUROWICZ,12
MAGIERŁO,12
MAHMUD,12
MAHOROWSKA,12
MAIBACH,12
MAJACKA,12
MAJCHRZYKIEWICZ,12
MAJDAŃCZUK,12
MAJDOŃ,12
MAJERSKI,12
MAJOWSKI,12
MAJSIEJ,12
MAKAEVA,12
MAKARAVA,12
MAKARCZUK-JACKOWSKA,12
MAKHYNIA,12
MAKODOŃSKA,12
MAKOSIEWICZ,12
MAKSA,12
MAKUCHA,12
MALANDY,12
MALANIK,12
MALCHEROWICZ,12
MALECHOWSKA,12
MALICZYSZYN,12
MALIJONIS,12
MALLA,12
MALOTKA-TRZEBIATOWSKA,12
MALOWAŃSKA,12
MALTZ,12
MAŁDOCH,12
MAŁOW,12
MAŁOWICZ,12
MAŁŻEŃSKA,12
MAMCZARCZYK,12
MAMEDOW,12
MAMOŃKO,12
MAMŻYŃSKA,12
MANDELBAUM,12
MANDRO,12
MANNEK,12
MANNISCHEFF,12
MANTHEJ,12
MANUEL,12
MANULAK,12
MANZ,12
MAŃSK,12
MARAMOROSZ,12
MARASS,12
MARCHEFKA,12
MARCINOW,12
MARCZOWSKA,12
MARDOSIEWICZ,12
MARFIEWICZ,12
MARGELLA,12
MARGOŃSKA,12
MARIANI,12
MARINI,12
MARINOV,12
